Number,Player,Position,Height,Weight,Birth Date,Country,Years Experience,College,Player URL,Game Score,Game Season,Points,Assists,Rebounds,Steals,Blocks,Turnovers,Personal Fouls,Minutes Played,Field Goals Made,Field Goals Attempted,Field Goals Percentage,Three Points Made,Three Points Attempted,Three Points Percentage,Free Throws Made,Free Throws Attempted,Free Throws Percentage,Offensive Rebounds,Defensive Rebounds,Plus Minus,Opponent,Location,Game Date,Age,Team,Game Result,Starter,Season,Draft Round,Draft Pick in Round,Draft Overall Pick
0,Donte DiVincenzo,SG,6-4,203,"January 31, 1997",us,5,Villanova,https://www.basketball-reference.com/players/d/divindo01/gamelog/2024,-0.9,1,0,2,3,0,0,0,1,15:25,0,4,.000,0,3,.000,0,0,,0,3,+5,BOS,H,2023-10-25,26-267,NYK,L (-4),0,2023-24,1,17,17
0,Donte DiVincenzo,SG,6-4,203,"January 31, 1997",us,5,Villanova,https://www.basketball-reference.com/players/d/divindo01/gamelog/2024,11.6,2,16,1,2,1,1,2,2,20:22,6,10,.600,3,5,.600,1,2,.500,1,1,-5,ATL,A,2023-10-27,26-269,NYK,W (+6),0,2023-24,1,17,17
0,Donte DiVincenzo,SG,6-4,203,"January 31, 1997",us,5,Villanova,https://www.basketball-reference.com/players/d/divindo01/gamelog/2024,2.4,3,5,1,4,2,0,2,3,19:40,2,7,.286,1,5,.200,0,0,,2,2,-8,NOP,A,2023-10-28,26-270,NYK,L (-9),0,2023-24,1,17,17
0,Donte DiVincenzo,SG,6-4,203,"January 31, 1997",us,5,Villanova,https://www.basketball-reference.com/players/d/divindo01/gamelog/2024,4.9,4,3,6,2,1,0,1,3,15:00,1,3,.333,1,3,.333,0,0,,0,2,+9,CLE,A,2023-10-31,26-273,NYK,W (+18),0,2023-24,1,17,17
0,Donte DiVincenzo,SG,6-4,203,"January 31, 1997",us,5,Villanova,https://www.basketball-reference.com/players/d/divindo01/gamelog/2024,9.3,5,16,0,2,2,1,3,3,30:15,5,10,.500,3,7,.429,3,5,.600,0,2,+1,CLE,H,2023-11-01,26-274,NYK,L (-6),0,2023-24,1,17,17
0,Donte DiVincenzo,SG,6-4,203,"January 31, 1997",us,5,Villanova,https://www.basketball-reference.com/players/d/divindo01/gamelog/2024,-1.6,6,3,0,4,0,0,1,0,18:13,1,8,.125,1,4,.250,0,0,,1,3,-10,MIL,A,2023-11-03,26-276,NYK,L (-5),0,2023-24,1,17,17
0,Donte DiVincenzo,SG,6-4,203,"January 31, 1997",us,5,Villanova,https://www.basketball-reference.com/players/d/divindo01/gamelog/2024,12.6,7,12,1,6,1,1,1,1,16:11,4,6,.667,3,5,.600,1,2,.500,2,4,+13,LAC,H,2023-11-06,26-279,NYK,W (+14),0,2023-24,1,17,17
0,Donte DiVincenzo,SG,6-4,203,"January 31, 1997",us,5,Villanova,https://www.basketball-reference.com/players/d/divindo01/gamelog/2024,2.8,8,3,2,4,1,0,0,1,19:49,1,6,.167,1,3,.333,0,0,,1,3,-12,SAS,H,2023-11-08,26-281,NYK,W (+21),0,2023-24,1,17,17
0,Donte DiVincenzo,SG,6-4,203,"January 31, 1997",us,5,Villanova,https://www.basketball-reference.com/players/d/divindo01/gamelog/2024,5.2,9,9,2,1,0,1,1,2,22:44,3,8,.375,1,6,.167,2,3,.667,1,0,+16,CHO,H,2023-11-12,26-285,NYK,W (+22),0,2023-24,1,17,17
0,Donte DiVincenzo,SG,6-4,203,"January 31, 1997",us,5,Villanova,https://www.basketball-reference.com/players/d/divindo01/gamelog/2024,2.6,10,5,1,1,0,0,0,1,16:24,2,6,.333,1,4,.250,0,0,,1,0,-3,BOS,A,2023-11-13,26-286,NYK,L (-16),0,2023-24,1,17,17
0,Donte DiVincenzo,SG,6-4,203,"January 31, 1997",us,5,Villanova,https://www.basketball-reference.com/players/d/divindo01/gamelog/2024,2.9,11,6,3,4,2,0,4,1,21:36,3,8,.375,0,2,.000,0,0,,1,3,-8,ATL,A,2023-11-15,26-288,NYK,W (+2),0,2023-24,1,17,17
0,Donte DiVincenzo,SG,6-4,203,"January 31, 1997",us,5,Villanova,https://www.basketball-reference.com/players/d/divindo01/gamelog/2024,11.0,12,14,1,4,0,0,1,1,24:40,5,9,.556,4,8,.500,0,0,,2,2,+2,WAS,A,2023-11-17,26-290,NYK,W (+21),1,2023-24,1,17,17
0,Donte DiVincenzo,SG,6-4,203,"January 31, 1997",us,5,Villanova,https://www.basketball-reference.com/players/d/divindo01/gamelog/2024,26.5,13,25,3,3,3,1,0,1,28:28,9,12,.750,7,10,.700,0,0,,0,3,+11,CHO,A,2023-11-18,26-291,NYK,W (+14),1,2023-24,1,17,17
0,Donte DiVincenzo,SG,6-4,203,"January 31, 1997",us,5,Villanova,https://www.basketball-reference.com/players/d/divindo01/gamelog/2024,7.2,14,7,5,3,1,0,0,3,25:34,2,8,.250,1,6,.167,2,2,1.000,2,1,+3,MIN,A,2023-11-20,26-293,NYK,L (-17),0,2023-24,1,17,17
0,Donte DiVincenzo,SG,6-4,203,"January 31, 1997",us,5,Villanova,https://www.basketball-reference.com/players/d/divindo01/gamelog/2024,2.1,15,5,1,4,1,0,3,1,16:19,1,4,.250,1,2,.500,2,3,.667,1,3,+7,MIA,H,2023-11-24,26-297,NYK,W (+2),0,2023-24,1,17,17
0,Donte DiVincenzo,SG,6-4,203,"January 31, 1997",us,5,Villanova,https://www.basketball-reference.com/players/d/divindo01/gamelog/2024,4.5,16,6,0,1,2,0,0,1,13:58,2,6,.333,2,3,.667,0,0,,0,1,-1,PHO,H,2023-11-26,26-299,NYK,L (-3),0,2023-24,1,17,17
0,Donte DiVincenzo,SG,6-4,203,"January 31, 1997",us,5,Villanova,https://www.basketball-reference.com/players/d/divindo01/gamelog/2024,0.8,17,6,0,2,1,0,2,0,18:53,2,8,.250,2,6,.333,0,0,,0,2,+3,CHO,H,2023-11-28,26-301,NYK,W (+24),0,2023-24,1,17,17
0,Donte DiVincenzo,SG,6-4,203,"January 31, 1997",us,5,Villanova,https://www.basketball-reference.com/players/d/divindo01/gamelog/2024,10.6,18,12,2,3,0,1,0,1,22:37,4,8,.500,4,8,.500,0,0,,0,3,0,DET,H,2023-11-30,26-303,NYK,W (+6),0,2023-24,1,17,17
0,Donte DiVincenzo,SG,6-4,203,"January 31, 1997",us,5,Villanova,https://www.basketball-reference.com/players/d/divindo01/gamelog/2024,17.8,19,21,1,1,0,0,0,0,22:07,7,10,.700,7,9,.778,0,0,,0,1,0,TOR,A,2023-12-01,26-304,NYK,W (+13),0,2023-24,1,17,17
0,Donte DiVincenzo,SG,6-4,203,"January 31, 1997",us,5,Villanova,https://www.basketball-reference.com/players/d/divindo01/gamelog/2024,5.2,20,7,2,1,0,0,0,2,17:02,2,5,.400,1,4,.250,2,2,1.000,0,1,-12,MIL,A,2023-12-05,26-308,NYK,L (-24),0,2023-24,1,17,17
0,Donte DiVincenzo,SG,6-4,203,"January 31, 1997",us,5,Villanova,https://www.basketball-reference.com/players/d/divindo01/gamelog/2024,3.4,21,6,2,4,0,0,1,2,22:26,2,6,.333,2,5,.400,0,0,,0,4,-21,BOS,A,2023-12-08,26-311,NYK,L (-10),1,2023-24,1,17,17
0,Donte DiVincenzo,SG,6-4,203,"January 31, 1997",us,5,Villanova,https://www.basketball-reference.com/players/d/divindo01/gamelog/2024,5.2,22,3,5,4,0,1,1,3,18:44,1,2,.500,1,2,.500,0,0,,0,4,+1,TOR,H,2023-12-11,26-314,NYK,W (+6),1,2023-24,1,17,17
0,Donte DiVincenzo,SG,6-4,203,"January 31, 1997",us,5,Villanova,https://www.basketball-reference.com/players/d/divindo01/gamelog/2024,20.7,23,21,1,7,4,0,0,2,26:58,6,13,.462,4,9,.444,5,7,.714,3,4,+12,UTA,A,2023-12-13,26-316,NYK,L (-4),1,2023-24,1,17,17
0,Donte DiVincenzo,SG,6-4,203,"January 31, 1997",us,5,Villanova,https://www.basketball-reference.com/players/d/divindo01/gamelog/2024,4.1,24,5,1,1,1,0,0,4,19:12,2,3,.667,1,2,.500,0,0,,0,1,-13,PHO,A,2023-12-15,26-318,NYK,W (+17),1,2023-24,1,17,17
0,Donte DiVincenzo,SG,6-4,203,"January 31, 1997",us,5,Villanova,https://www.basketball-reference.com/players/d/divindo01/gamelog/2024,15.2,25,18,1,1,1,0,0,3,21:44,5,8,.625,5,8,.625,3,3,1.000,0,1,-22,LAC,A,2023-12-16,26-319,NYK,L (-22),1,2023-24,1,17,17
0,Donte DiVincenzo,SG,6-4,203,"January 31, 1997",us,5,Villanova,https://www.basketball-reference.com/players/d/divindo01/gamelog/2024,7.4,26,8,3,1,0,1,1,1,19:14,3,5,.600,2,4,.500,0,0,,0,1,-2,LAL,A,2023-12-18,26-321,NYK,W (+5),1,2023-24,1,17,17
0,Donte DiVincenzo,SG,6-4,203,"January 31, 1997",us,5,Villanova,https://www.basketball-reference.com/players/d/divindo01/gamelog/2024,20.2,27,23,1,8,3,0,2,2,22:30,9,15,.600,5,10,.500,0,0,,2,6,+13,BRK,A,2023-12-20,26-323,NYK,W (+19),1,2023-24,1,17,17
